run_id,order_index,block,model,provider,route,requested_model_id,returned_model_id,endpoint_host,frame,profile_id,burden_level,repetition,system_prompt_sha256,user_prompt_sha256,temperature,protocol_sha256,script_commit,tokens_in,tokens_out,raw_response,json_valid,score_valid,non_refusal,willingness,rationale,error,timestamp_utc
CAN_SIM_00006,6,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P08,low,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,48e44335415cd3539c582834e01f1fcc841ef7d283a9163e3dcb029120d0c6d8,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,264,66,"{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and quick process reduce logistical barriers, which is important given her limited income and childcare responsibilities. Her medium trust in public health authorities suggests some hesitancy, but overall, the scenario makes vaccination accessible and likely.""
}",True,True,True,75,"The convenient location, flexible hours, and quick process reduce logistical barriers, which is important given her limited income and childcare responsibilities. Her medium trust in public health authorities suggests some hesitancy, but overall, the scenario makes vaccination accessible and likely.",,2026-09-16T22:10:55.363526+00:00
CAN_SIM_00005,5,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P19,high,1,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,02f8fd20edfaae23fe8d27f69465ca4eb7771fee672513b935ebf85aff1fbb95,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,271,66,"{
  ""willingness"": 45,
  ""rationale"": ""The cumbersome registration process, need for documentation, and long waiting times are significant barriers, especially given her inflexible job and lack of a regular healthcare provider. Her medium trust in public health authorities suggests she is not highly motivated to overcome these obstacles.""
}",True,True,True,45,"The cumbersome registration process, need for documentation, and long waiting times are significant barriers, especially given her inflexible job and lack of a regular healthcare provider. Her medium trust in public health authorities suggests she is not highly motivated to overcome these obstacles.",,2026-09-16T22:10:55.407582+00:00
CAN_SIM_00003,3,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P02,low,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,30b5f9b20e6e4dba37c3eaf399f59bc3a00d6d19b5e170b4430c8e4c39ca5bfe,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,269,61,"{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and quick process reduce logistical barriers for someone with a busy schedule and limited income. Her medium trust in public health and regular doctor access suggest moderate openness, making her fairly likely to proceed.""
}",True,True,True,75,"The convenient location, flexible hours, and quick process reduce logistical barriers for someone with a busy schedule and limited income. Her medium trust in public health and regular doctor access suggest moderate openness, making her fairly likely to proceed.",,2026-09-16T22:10:55.408552+00:00
CAN_SIM_00004,4,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P24,high,2,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,626222bf79435a7b69b758712555e8f4a613dd1f5151094c89566aa439a3f3ec,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,265,67,"{
  ""willingness"": 65,
  ""rationale"": ""She has moderate trust in public health authorities, flexible work hours, and easy access to a doctor, which support willingness. However, the in-person registration, paperwork, and waiting time are inconvenient, especially with a young child, reducing her likelihood somewhat.""
}",True,True,True,65,"She has moderate trust in public health authorities, flexible work hours, and easy access to a doctor, which support willingness. However, the in-person registration, paperwork, and waiting time are inconvenient, especially with a young child, reducing her likelihood somewhat.",,2026-09-16T22:10:55.412912+00:00
CAN_SIM_00001,1,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P22,low,3,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,c94876ee23186ea27a0bbbe69ecf18ea1a2a8e5a53d3d6f87efa18b09a84a165,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,260,57,"{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and simple scheduling process reduce logistical barriers. Her medium trust in public health and lack of a regular doctor may lower willingness somewhat, but overall, access conditions are favorable.""
}",True,True,True,75,"The convenient location, flexible hours, and simple scheduling process reduce logistical barriers. Her medium trust in public health and lack of a regular doctor may lower willingness somewhat, but overall, access conditions are favorable.",,2026-09-16T22:10:55.510182+00:00
CAN_SIM_00002,2,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P11,high,3,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,3c56af14b62ef4cbc1e381ab9ac9f22df020b1a1c6bcefd341b2cb3797c56a05,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,274,65,"{
  ""willingness"": 40,
  ""rationale"": ""The cumbersome registration process, long waiting times, and need to take time off work are significant barriers for someone with limited schedule flexibility and a distant clinic. Medium trust in public health may motivate her somewhat, but logistical challenges likely reduce her willingness.""
}",True,True,True,40,"The cumbersome registration process, long waiting times, and need to take time off work are significant barriers for someone with limited schedule flexibility and a distant clinic. Medium trust in public health may motivate her somewhat, but logistical challenges likely reduce her willingness.",,2026-09-16T22:10:55.522436+00:00
CAN_SIM_00008,8,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P13,high,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,c2cff1e31ba2dd4a0214fffaf84ba9308c66e4455c85b2a81bad17f15842cfc5,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,265,68,"{
  ""willingness"": 45,
  ""rationale"": ""The process is inconvenient and time-consuming, which may be a barrier for someone with a young child, part-time work, and no regular healthcare provider. Medium trust in public health authorities suggests she is not highly motivated, so the cumbersome registration lowers her willingness.""
}",True,True,True,45,"The process is inconvenient and time-consuming, which may be a barrier for someone with a young child, part-time work, and no regular healthcare provider. Medium trust in public health authorities suggests she is not highly motivated, so the cumbersome registration lowers her willingness.",,2026-09-16T22:10:56.416306+00:00
CAN_SIM_00010,10,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P17,low,1,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,40232d0935647e69984acdc8f20d7588e4e0c2d7be57ca31f2078d5ca40b9970,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,264,62,"{
  ""willingness"": 75,
  ""rationale"": ""Convenient access at a nearby pharmacy with flexible hours and minimal documentation lowers logistical barriers. Her medium trust in public health and control over her schedule further support a high likelihood of proceeding, though not maximal due to only moderate trust.""
}",True,True,True,75,"Convenient access at a nearby pharmacy with flexible hours and minimal documentation lowers logistical barriers. Her medium trust in public health and control over her schedule further support a high likelihood of proceeding, though not maximal due to only moderate trust.",,2026-09-16T22:10:56.458561+00:00
CAN_SIM_00007,7,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P10,high,1,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,13de5ddff09717fa4002ecbdb02fcc1cfc87cfc1f821bff9b7587a1c2e49f277,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,271,66,"{
  ""willingness"": 35,
  ""rationale"": ""The registration process is inconvenient and time-consuming, which is a significant barrier for someone with a full-time job, childcare responsibilities, and no regular healthcare provider. Medium trust in public health authorities may motivate some effort, but logistical hurdles likely reduce willingness.""
}",True,True,True,35,"The registration process is inconvenient and time-consuming, which is a significant barrier for someone with a full-time job, childcare responsibilities, and no regular healthcare provider. Medium trust in public health authorities may motivate some effort, but logistical hurdles likely reduce willingness.",,2026-09-16T22:10:56.479135+00:00
CAN_SIM_00011,11,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P17,low,4,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,40232d0935647e69984acdc8f20d7588e4e0c2d7be57ca31f2078d5ca40b9970,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,264,58,"{
  ""willingness"": 75,
  ""rationale"": ""Convenient access at a nearby pharmacy with flexible hours and minimal documentation lowers logistical barriers. Her medium trust in public health and control over her schedule further support a high likelihood of proceeding, though not absolute certainty.""
}",True,True,True,75,"Convenient access at a nearby pharmacy with flexible hours and minimal documentation lowers logistical barriers. Her medium trust in public health and control over her schedule further support a high likelihood of proceeding, though not absolute certainty.",,2026-09-16T22:10:56.508930+00:00
CAN_SIM_00009,9,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P06,high,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,bf029caf97129682cb68c5a78fdc937c7fa19717f1ef61cd44b8aa509bb7f0e8,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,265,78,"{
  ""willingness"": 55,
  ""rationale"": ""She has access to a regular doctor and flexible work hours, which helps, but the burdensome in-person registration, paperwork, and waiting time may be significant deterrents, especially with a young child and low income. Her medium trust in public health authorities suggests she is not highly motivated to overcome these barriers.""
}",True,True,True,55,"She has access to a regular doctor and flexible work hours, which helps, but the burdensome in-person registration, paperwork, and waiting time may be significant deterrents, especially with a young child and low income. Her medium trust in public health authorities suggests she is not highly motivated to overcome these barriers.",,2026-09-16T22:10:56.513986+00:00
CAN_SIM_00012,12,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P19,low,3,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,be9cec0ba55933f4e52987ef997e74d2b8203fd35d5b8fe7d481be6c98a21c44,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,266,60,"{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and quick process address her work constraints and lack of a regular doctor. Her medium trust in public health and no major barriers suggest a fairly high likelihood of proceeding, though not guaranteed.""
}",True,True,True,75,"The convenient location, flexible hours, and quick process address her work constraints and lack of a regular doctor. Her medium trust in public health and no major barriers suggest a fairly high likelihood of proceeding, though not guaranteed.",,2026-09-16T22:10:56.888525+00:00
CAN_SIM_00013,13,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P06,low,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,de4d880d14bbae9378e2ea87747c17097e2c950eb299a84ae73ec7e505c2256d,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,260,57,"{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and easy scheduling reduce logistical barriers. Her regular access to healthcare and medium trust in public health suggest moderate to high willingness, though not maximal due to only medium trust.""
}",True,True,True,75,"The convenient location, flexible hours, and easy scheduling reduce logistical barriers. Her regular access to healthcare and medium trust in public health suggest moderate to high willingness, though not maximal due to only medium trust.",,2026-09-16T22:10:57.373223+00:00
CAN_SIM_00014,14,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P27,low,2,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,a1da6b6a8fc15810ad34a4828c77277a405058f40d6bd449fbd3b159441ddb46,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,261,58,"{
  ""willingness"": 80,
  ""rationale"": ""She faces minimal logistical barriers due to flexible scheduling, proximity, and easy appointment booking. Her medium trust in public health may slightly temper enthusiasm, but overall, convenience and access are high, making willingness likely.""
}",True,True,True,80,"She faces minimal logistical barriers due to flexible scheduling, proximity, and easy appointment booking. Her medium trust in public health may slightly temper enthusiasm, but overall, convenience and access are high, making willingness likely.",,2026-09-16T22:10:57.527932+00:00
CAN_SIM_00015,15,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P04,low,1,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,69df524e9c8b244ef919013cd850045bea9dd6a717acbd5d0f7d66e160c33adc,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,260,74,"{
  ""willingness"": 70,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation lower access barriers, which is important given her part-time work and lack of a regular doctor. Her medium trust in public health authorities suggests some hesitancy, but overall, she is likely to proceed with vaccination under these favorable conditions.""
}",True,True,True,70,"The convenient location, flexible hours, and minimal documentation lower access barriers, which is important given her part-time work and lack of a regular doctor. Her medium trust in public health authorities suggests some hesitancy, but overall, she is likely to proceed with vaccination under these favorable conditions.",,2026-09-16T22:10:57.533207+00:00
CAN_SIM_00016,16,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P11,high,5,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,3c56af14b62ef4cbc1e381ab9ac9f22df020b1a1c6bcefd341b2cb3797c56a05,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,274,68,"{
  ""willingness"": 40,
  ""rationale"": ""The cumbersome registration process, long waiting times, and need to take time off work create significant barriers for someone with limited schedule flexibility and a distant clinic. Medium trust in public health may motivate some effort, but overall willingness is likely reduced by these access challenges.""
}",True,True,True,40,"The cumbersome registration process, long waiting times, and need to take time off work create significant barriers for someone with limited schedule flexibility and a distant clinic. Medium trust in public health may motivate some effort, but overall willingness is likely reduced by these access challenges.",,2026-09-16T22:10:57.541214+00:00
CAN_SIM_00017,17,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P16,low,4,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,2c4d06bfa6046ff5941121777aabf92447666848abe95105fa29e919adae5edd,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,261,65,"{
  ""willingness"": 70,
  ""rationale"": ""The convenient scheduling, flexible hours, and minimal documentation lower access barriers, and her self-employment allows schedule flexibility. Medium trust in public health and lack of a regular doctor may reduce willingness somewhat, but overall, she is likely to proceed.""
}",True,True,True,70,"The convenient scheduling, flexible hours, and minimal documentation lower access barriers, and her self-employment allows schedule flexibility. Medium trust in public health and lack of a regular doctor may reduce willingness somewhat, but overall, she is likely to proceed.",,2026-09-16T22:10:57.621553+00:00
CAN_SIM_00018,18,sim,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,baseline,P10,low,3,380d779e199673cdeaf808731aad01414b60e71edba7c23a57602241ff6dcffe,6eda6fefa7f4cef198e0d90a56b47949e93962c2e7bdd9d7ffdc6d12cbac3916,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,129feb1,266,70,"{
  ""willingness"": 70,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation lower access barriers, which is important given her work constraints and lack of a regular doctor. Her medium trust in public health suggests some hesitancy, but the ease of the process makes her fairly likely to proceed.""
}",True,True,True,70,"The convenient location, flexible hours, and minimal documentation lower access barriers, which is important given her work constraints and lack of a regular doctor. Her medium trust in public health suggests some hesitancy, but the ease of the process makes her fairly likely to proceed.",,2026-09-16T22:10:58.019366+00:00
